hausa,english
Kanki ya yi miki rawani kamar Dutsen Karmel. Gashinki ya yi kamar shunayya; yakan ɗauke hankalin sarki.,Your head on you is like Carmel. The hair of your head like purple. The king is held captive in its tresses.
"Gama ina shaida cewa sun bayar daidai gwargwadon iyawarsu, har ma fiye da ƙarfinsu. Su kansu,","For according to their power, I testify, yes and beyond their power, they gave of their own accord,"
"“Na gan shi, amma ba yanzu ba; na hange shi, amma ba kusa ba. Tauraro zai fito daga Yaƙub; sandan mulki zai fito daga Isra’ila. Zai ragargaje goshin Mowab, kawunan dukan ’ya’yan Set.","I see him, but not now. I see him, but not near. A star will come out of Jacob. A scepter will rise out of Israel, and shall strike through the corners of Moab, and crush all the sons of Sheth."
"da ta dukan Naftali, da yankin Efraim da na Manasse, dukan ƙasar Yahuda har zuwa Bahar Rum,","and all Naphtali, and the land of Ephraim and Manasseh, and all the land of Judah, to the Western Sea,"
"Waɗansu Farisiyawa suka zo suka gwada shi, ta wurin yin masa tambaya cewa, “Daidai ne bisa ga doka, mutum yă saki matarsa?”","Pharisees came to him testing him, and asked him, “Is it lawful for a man to divorce his wife?”"
"Tun daga wannan lokaci zuwa gaba, Shawulu ya dinga kishin Dawuda.",Saul watched David from that day and forward.
"Saboda haka, za ka ga ƙasar daga nesa kawai; ba za ka shiga ƙasar da nake ba wa mutanen Isra’ila ba.”",For you shall see the land from a distance; but you shall not go there into the land which I give the children of Israel.”
Ka tace azurfa sai kayan su fito don maƙerin azurfa;,"Take away the dross from the silver, and material comes out for the refiner."
"Fir’auna kuwa ya kira masu hikima da masu sihiri, sai bokayen Masarawa ma suka yi irin abubuwan nan da bokancinsu.","Then Pharaoh also called for the wise men and the sorcerers. They also, the magicians of Egypt, did the same thing with their enchantments."
"Amma hannun wanda zai ci amanata, yana cin abincin tare da ni.","But behold, the hand of him who betrays me is with me on the table."
"Muddin da sauran rana, dole mu yi aikin wanda ya aiko ni. Dare yana zuwa, sa’ad da ba wanda zai iya yin aiki.","I must work the works of him who sent me while it is day. The night is coming, when no one can work."
"Na sa bakan gizona cikin gizagizai, shi ne kuwa zai zama alamar alkawari tsakanina da duniya.","I set my rainbow in the cloud, and it will be a sign of a covenant between me and the earth."
"Kada ka ɗaukaka kanka a gaban sarki, kada kuma ka nemi wa kanka wuri a cikin manyan mutane;","Don’t exalt yourself in the presence of the king, or claim a place among great men;"
Ya kwantar da hadiri suka yi tsit; raƙuman ruwan teku suka yi shiru.,"He makes the storm a calm, so that its waves are still."
Sai da dukan mutanen suka wuce sa’an nan akwatin alkawari da firistoci suka sha gaba.,"When all the people had completely crossed over, Yahweh’s ark crossed over with the priests in the presence of the people."
"Akwai jikuna iri na samaniya, akwai kuma jikuna iri na duniya; sai dai darajar jikunan samaniya dabam take, darajar jikunan duniya kuma dabam take.",There are also celestial bodies and terrestrial bodies; but the glory of the celestial differs from that of the terrestrial.
"Sa’an nan ta ci gaba, ta yi gabas zuwa Gat-Hefer da Et Kazin; ta ɓulla a Rimmon, ta juya zuwa Neya.","From there it passed along eastward to Gath Hepher, to Ethkazin; and it went out at Rimmon which stretches to Neah."
"Amma mutanen nan suna da tauraren zukata, kuma ’yan tawaye ne; sun kauce suka kuma rabu da ni.",“But this people has a revolting and a rebellious heart. They have revolted and gone.
"da rammukan sanduna don kewaye filin, da waɗanda suke ƙofarsa, da dukan ƙarafan kafa tenti don tabanakul, da kuma don kewaye filin.","the sockets around the court, the sockets of the gate of the court, all the pins of the tabernacle, and all the pins around the court."
"Ina gāba da ku, mazaunan Urushalima, ku da kuke zama a bisa wannan kwari kan dutsen da yake a fili, in ji Ubangiji ku da kuke cewa, “Wa zai iya yaƙe mu? Wa zai iya shiga mafakarmu?”","Behold, I am against you, O inhabitant of the valley, and of the rock of the plain,’ says Yahweh. ‘You that say, “Who would come down against us?” or, “Who would enter into our homes?”"
"Sarki Zedekiya ya ce wa Irmiya, “Ina jin tsoron Yahudawan da suka tafi wurin Babiloniyawa, gama Babiloniyawa mai yiwuwa su ba da ni gare su su kuma wulaƙanta ni.”","Zedekiah the king said to Jeremiah, “I am afraid of the Jews who have defected to the Chaldeans, lest they deliver me into their hand, and they mock me.”"
"Ku bar salamar Kiristi tă yi mulki a zukatanku, da yake a matsayin gaɓoɓin jiki ɗaya an kira ku ga salama. Ku zama masu godiya.","And let the peace of God rule in your hearts, to which also you were called in one body, and be thankful."
"Gama ba ku bauta wa Ubangiji Allahnku da farin ciki da kuma murna a lokacin wadata ba,","Because you didn’t serve Yahweh your God with joyfulness and with gladness of heart, by reason of the abundance of all things;"
"A dā Finehas ɗan Eleyazar ne yake lura da matsaran, kuma Ubangiji ya kasance tare da shi.","Phinehas the son of Eleazar was ruler over them in time past, and Yahweh was with him."
Saboda mu iya yin wa’azin bishara a yankunan da suke gaba da ku. Gama ba ma so mu yi taƙama game da aikin da aka riga aka yi a sashen wani.,"so as to preach the Good News even to the parts beyond you, not to boast in what someone else has already done."
"Waɗannan su ne kabilan Dan bisa ga kabilarsu, daga Shuham, kabilar Shuhamawa. Waɗannan su ne kabilan Dan.","These are the sons of Dan after their families: of Shuham, the family of the Shuhamites. These are the families of Dan after their families."
"Yau ka ga da idonka yadda Ubangiji ya bashe ka a hannuna a cikin kogon nan. Waɗansu sun ce mini in kashe ka, amma na bar ka, na ce, ‘Ba zan sa hannuna a kan shugabana ba, gama shi shafaffe ne na Ubangiji.’","Behold, today your eyes have seen how Yahweh had delivered you today into my hand in the cave. Some urged me to kill you, but I spared you. I said, ‘I will not stretch out my hand against my lord, for he is Yahweh’s anointed.’"
"Ku bi a hankali, kada ku ɗora mini laifi; ku sāke dubawa, gama ba ni da laifi.","Please return. Let there be no injustice. Yes, return again. My cause is righteous."
"Yosiya ya fitar da dukan gumakan banƙyama daga dukan yankunan Isra’ilawa, ya kuma sa dukan waɗanda suke a Isra’ila su bauta wa Ubangiji Allahnsu. Muddin ransa, ba su fasa bin Ubangiji Allah na kakanninsu ba.","Josiah took away all the abominations out of all the countries that belonged to the children of Israel, and made all who were found in Israel to serve, even to serve Yahweh their God. All his days they didn’t depart from following Yahweh, the God of their fathers."
"sai dai Kaleb ɗan Yefunne. Zai gan ta, zan ba shi duk ƙasar da tafin ƙafarsa ta taka, shi da zuriyarsa, gama ya bi Ubangiji da zuciya ɗaya.”","except Caleb the son of Jephunneh. He shall see it. I will give the land that he has trodden on to him and to his children, because he has wholly followed Yahweh.”"
"Sai ya tambayi almajiransa, “Ina bangaskiyarku?” A cikin tsoro da mamaki, suka ce wa junansu, “Wane ne wannan? Yana ba da umarni ga iska da ruwa ma, kuma suna biyayya da shi?”","He said to them, “Where is your faith?” Being afraid, they marveled, saying to one another, “Who is this then, that he commands even the winds and the water, and they obey him?”"
"Bulus ya amsa ya ce, “Yanzu ina tsaye a gaban kotun Kaisar, inda ya kamata a yi mini shari’a. Ban yi wani laifi ga Yahudawa ba, kai da kanka ma ka san da haka sarai.","But Paul said, “I am standing before Caesar’s judgment seat, where I ought to be tried. I have done no wrong to the Jews, as you also know very well."
"Wautar mutum kan lalatar da ransa, duk da haka zuciyarsa kan ba wa Ubangiji laifi.",The foolishness of man subverts his way; his heart rages against Yahweh.
"Bari su rera game da hanyoyin Ubangiji, gama ɗaukakar Ubangiji da girma take.","Yes, they will sing of the ways of Yahweh, for Yahweh’s glory is great!"
"Ya kuma buge wani jibgaggen mutumin Masar. Duk da māshin da mutumin Masar yana riƙe a hannunsa, Benahiya ya kai masa hari da kulki. Ya ƙwace māshin daga hannunsa, ya kuma kashe shi da māshin.","He killed a huge Egyptian, and the Egyptian had a spear in his hand; but he went down to him with a staff and plucked the spear out of the Egyptian’s hand, and killed him with his own spear."
"Sai mala’ikan ya nuna mini kogin ruwan rai, mai ƙyalli kamar madubi, yana gangarawa daga kursiyin Allah da na Ɗan Ragon,","He showed me a river of water of life, clear as crystal, proceeding out of the throne of God and of the Lamb,"
"domin dukan al’ul na Lebanon, masu tsayi da masu fariya, da kuma dukan itatuwan oak na Bashan,","for all the cedars of Lebanon, that are high and lifted up, for all the oaks of Bashan,"
"A rana ta biye sai ya sallame mutane. Suka sa wa sarki albarka, sa’an nan suka watse zuwa gida, da farin ciki, da murna a zukatansu saboda kyawawan abubuwan da Ubangiji ya yi domin bawansa Dawuda, da kuma mutanensa Isra’ila.","On the eighth day he sent the people away; and they blessed the king, and went to their tents joyful and glad in their hearts for all the goodness that Yahweh had shown to David his servant, and to Israel his people."
"’Ya’yan Shem maza su ne, Elam, Asshur, Arfakshad, Lud da Aram.","The sons of Shem were: Elam, Asshur, Arpachshad, Lud, and Aram."
"Ba kawai ya yarda yă je wurinku kamar yadda muka roƙe shi yă yi ba, amma ya so yă zo kamar yadda ya riga ya yi niyya.","For he indeed accepted our exhortation, but being himself very earnest, he went out to you of his own accord."
"Za ku zama abin ƙi, abin dariya, da kuma abin habaici ga dukan al’ummai inda Ubangiji zai kore ku zuwa.","You will become an astonishment, a proverb, and a byword among all the peoples where Yahweh will lead you away."
"Amma sa’ad da ya roƙa, dole yă gaskata, ba tare da shakka ba, domin shi mai shakka, yana kama da raƙumar ruwan tekun da iska take kori tana kuma ɓuɓɓugowa.","But let him ask in faith, without any doubting, for he who doubts is like a wave of the sea, driven by the wind and tossed."
Wane daɗi Allah zai ji in kai mai adalci ne? Wace riba zai samu in rayuwarka marar laifi ce?,Is it any pleasure to the Almighty that you are righteous? Or does it benefit him that you make your ways perfect?
Mai Adalci kan lura da gidan mugu kan kuma zama sanadin lalacin mugu.,"The Righteous One considers the house of the wicked, and brings the wicked to ruin."
"Duk da haka har wa yau Ubangiji bai ba ku hankalin ganewa, ko idanun da za su gani, ko kunnuwan da za su ji ba.","But Yahweh has not given you a heart to know, eyes to see, and ears to hear, to this day."
"Aka ba ’yan’uwansu Lawiyawa dukan sauran ayyukan tabanakul, gidan Allah.",Their brothers the Levites were appointed for all the service of the tabernacle of God’s house.
Zan nuna muku jinƙai don yă nuna muku jinƙai ya kuma maido da ku ƙasarku.’,"I will grant you mercy, that he may have mercy on you, and cause you to return to your own land."
"A ranar, Dawuda ya gudu daga wajen Shawulu ya tafi wuri Akish sarkin Gat.","David arose and fled that day for fear of Saul, and went to Achish the king of Gath."
"Saboda haka kamar yadda Ubangiji ya umarta, sai Isra’ilawa suka ba wa Lawiyawa waɗannan garuruwa da wuraren kiwo daga cikin gādonsu.","The children of Israel gave to the Levites out of their inheritance, according to the commandment of Yahweh, these cities with their pasture lands."
"Hikimarsa tana da zurfi, ikonsa yana da yawa. Wane ne ya taɓa yin faɗa da shi har ya yi nasara?","God is wise in heart, and mighty in strength. Who has hardened himself against him and prospered?"
"Mutanen kuma suka yi zato zai kumbura ko kuma nan da nan zai fāɗi matacce, amma da aka daɗe ba su ga wani abu ya faru da shi ba, sai suka sāke ra’ayi suka ce shi wani allah ne.","But they expected that he would have swollen or fallen down dead suddenly, but when they watched for a long time and saw nothing bad happen to him, they changed their minds and said that he was a god."
"Da haka za ka keɓe Lawiyawa daga sauran Isra’ilawa, Lawiyawa za su zama nawa.","Thus you shall separate the Levites from among the children of Israel, and the Levites shall be mine."
"Saboda haka za a washe Babiloniyawa; dukan waɗanda suka washe ta za su ƙoshi,” in ji Ubangiji.","Chaldea will be a prey. All who prey on her will be satisfied,” says Yahweh."
"Sa’an nan Ubangiji ya ce, “Ruhuna ba zai zauna a cikin mutum har abada ba, saboda shi mai mutuwa ne, kwanakinsa za su zama shekaru ɗari da arba’in ne.”","Yahweh said, “My Spirit will not strive with man forever, because he also is flesh; so his days will be one hundred twenty years.”"
"“Na kafa Sarkina a kan kursiyi a kan Sihiyona, dutsena mai tsarki.”",“Yet I have set my King on my holy hill of Zion.”
"Ɗan Ana shi ne, Dishon. ’Ya’yan Dishon maza su ne, Hemdan, Eshban, Itran da Keran.","The son of Anah: Dishon. The sons of Dishon: Hamran, Eshban, Ithran, and Cheran."
"ka ce musu, ‘Ga abin da Ubangiji Mai Iko Duka yana cewa a ranar da na zaɓi Isra’ila, na ɗaga hannuna, na rantse wa zuriyar gidan Yaƙub na kuma bayyana kaina gare su a Masar da hannun da na ɗaga na ce musu, “Ni ne Ubangiji Allahnku.”","Tell them, ‘The Lord Yahweh says: “In the day when I chose Israel, and swore to the offspring of the house of Jacob, and made myself known to them in the land of Egypt, when I swore to them, saying, ‘I am Yahweh your God;’"
